Instrument,SEC_CODE
LP68579070,KT-ESG-A
LP68579874,DAOL-MULTI
LP68582024,BCAP-MFIX
LP68582025,ONE-DISC-RA
LP68583282,PRINCIPAL iPROPEN-A
LP68583286,DAOL-USREIT
LP68583287,KFENFIX
LP68583865,K-AHYA-UI
LP68584434,BPLUS
LP68585324,SCBEQUALA
LP68585330,SCBLARGEA
LP68585331,SCBMOMENTA
LP68585332,SCBQUALITYA
LP68585333,SCBVALUEA
LP68586669,DAOL-GEQUITY
LP68587035,ALLY
LP68589639,BCAP-GE
LP68589979,K-WORLDX
LP68590646,DAOL-GSECURE
LP68590647,ES-GSBOND-A
LP68590897,SMART-PLUS
LP68590902,ES-GTECH
LP68592299,BCAP-GFIA
LP68592857,ASP-PROPIN-A
LP68592861,SCBDPLUSA
LP68592865,SCBSPLUSA
LP68595546,K-AB22B
LP68595559,TCHTECH-A
LP68596220,ES-CHINAA
LP68596221,TTHREIT
LP68596222,UINC-N
LP68597336,KKP GINFRAEQ-H
LP68597339,LHWPLUS-A
LP68597342,TBIOTECH
LP68597343,T-ES-CHINA A
LP68598444,M-MULTI-A
LP68598505,DAOL-TRBOND-A
LP68600246,B-ENHANCED
LP68600247,KKP SG-AA Ultra Light
LP68600255,BCAP-GPROP
LP68600838,PBOND
LP68600914,M-FOCUS
LP68602041,BCAP-USND100
LP68602210,BEQSSF
LP68602212,TEG-SSF
LP68602548,KFS100SSFX
LP68602654,KTESGS-SSFX
LP68602661,K-SUPSTAR-SSFX
LP68602663,LHSMARTDSSF-SSF
LP68602810,PRINCIPAL SET50SSF-SSF
LP68603101,SCB70-SSFX
LP68603103,SCBEQ-SSFX
LP68603105,SCBSET-SSFX
LP68603107,ES-EQDSSFX
LP68603109,UOBEQ-SSF
LP68603395,KKP SET50 ESG-SSFX
LP68603520,ONE-TCMSSF-SSF
LP68603525,KT70/30S-SSFX
LP68604151,DAOL-BOND6M
LP68604255,MTF-SSF
LP68604259,MTQ-SSF
LP68604832,KFDIVSSF
LP68604833,KFGBRANSSF
LP68604969,ASP-SME-SSFX
LP68606305,BCAP-TEQ
LP68607232,BCAP-GFIO
LP68607233,MGFGD
LP68607900,KFDIVERS-A
LP68607950,DAOL-GIHEALTH
LP68608727,BM70SSF
LP68609514,ABTESSF
LP68609516,LHCHINA-A
LP68609771,KFGDIV-A
LP68610438,ASP-TOPBRAND-A
LP68610440,ASP-X
LP68610883,MCHINAGD
LP68610884,BCAP-GTAC
LP68611415,DAOL-GEDUCATION
LP68614238,TCLOUD
LP68614239,K-AHYB-UI
LP68614244,ES-GCG-A
LP68614245,PRINCIPAL GEDTECH-A
LP68614283,X-SEQS-RA
LP68614684,B-INCOMESSF
LP68614685,B-FUTURESSF
LP68615315,SCBDM
LP68615460,LHMEGA-A
LP68616641,SCBWIPA
LP68616767,BCAP-TFACTOR
LP68618729,K-GTPE20A-UI
LP68618732,KT-Ashares-A
LP68618733,KTHH
LP68618735,BCAP-GW10 SSF
LP68618736,BCAP-GW25 SSF
LP68618737,BCAP-GW50 SSF
LP68618738,BCAP-GW75 SSF
LP68618739,BCAP-GW90 SSF
LP68618741,DAOL-CHIG
LP68618918,AIA-ES50
LP68618919,AIA-IC
LP68618920,AIA-ST
LP68618921,AIA-TEQ
LP68618922,AIA-THDIS
LP68619676,LHGOLD-A
LP68619679,MRENEW-D
LP68619830,MIPLUS-G
LP68620270,SCBDM2
LP68620281,UESG
LP68620286,KBSPIF
LP68620293,K-ASIACV-A(A)
LP68620677,PROSPECT
LP68621850,K-PLANET-A(A)
LP68624590,UFFF
LP68624593,DAOL-OSHOP
LP68626958,PRINCIPAL GCLOUD-A
LP68626961,BMAPS25
LP68627004,BMAPS55
LP68627005,BMAPS100
LP68627983,KKP TECH-H
LP68627986,KFCORE
LP68628944,MGTECH
LP68628953,ES-GINNO-A
LP68630011,LHESPORT-A
LP68630016,T-ES-ChinaA-SSF
LP68630018,ES-GTECHSSF
LP68630019,TNEXTGEN-A
LP68630021,DAOL-PLAY
LP68631869,UCI
LP68631870,USUS
LP68633036,AIA-GAA
LP68633037,AIA-GMA
LP68633038,AIA-GCA
LP68633737,BCAP-CTECH
LP68633745,SCBGEESGA
LP68633749,LHGDYNAMIC-A
LP68633756,ES-APLUS
LP68633775,ES-GGREEN
LP68634841,ONE-GLOBALTOP8M8
LP68635993,SCBMLCAA
LP68636617,ES-FIXEDSSF
LP68637394,KFACHINSSF
LP68637559,BCAP-GOLD
LP68637563,TGENOME
LP68638413,KTF13
LP68638414,KTF14
LP68638415,KTF15
LP68638416,KTF16
LP68638417,KTF17
LP68638418,KTF18
LP68638420,M-EM
LP68639534,SCBUSAA
LP68640196,ASP-EUG
LP68640197,ASP-JHC-A
LP68640202,DAOL-CYBER
LP68640221,LHINNO-A
LP68641685,K-AHYD-UI
LP68641688,ONE-GLOBALTOP8M9
LP68641689,PRINCIPAL GHEALTH-A
LP68641690,SCBAAA
LP68641691,USGE-PVD
LP68642206,KKP G-THEME-H
LP68642208,TCHCON
LP68643213,B-GTO
LP68643216,SCBAOA
LP68643218,ONE-GLOBALTOP8M10
LP68644029,ASP-TRIGGER 6M3
LP68644030,KT-TMT3
LP68644198,MFTECH
LP68645009,KFINFRA-A
LP68645011,UCHI
LP68645014,DAOL-TENERGY
LP68645413,ONE-GLOBALTOP8M11
LP68646510,B-SIP
LP68646511,KT-ASIAG-A
LP68646513,ONE-GLOBALTOP8M12
LP68647918,SCBCLEANA
LP68647920,ASP-POWER
LP68647923,KT-TMT4
LP68647924,ONE-GLOBALTOP8M12A
LP68647925,MEURO-G
LP68647928,UEV
LP68648417,ES-AUTOMATION
LP68648426,ES-GENOME
LP68648427,ES-INTERNET
LP68648428,ES-FINTECH
LP68648429,TNEWENGY
LP68648541,KFCLIMA-A
LP68649298,KT-CLIMATE-A
LP68649312,LHGREEN-A
LP68650343,KFINNO-A
LP68650365,AIA-DFI
LP68650366,AIA-GEQ
LP68650367,AIA-US500
LP68650370,MD8M1
LP68650371,ONE-GLOBALTOP8M14
LP68650372,PRINCIPAL GCLEAN-A
LP68650375,DAOL-DEWORLD
LP68650609,SCBCHINA
LP68650637,ABGS-A
LP68651099,K-ATECH
LP68651100,KTF19
LP68651101,KTF20
LP68651102,KTF21
LP68651103,KTF22
LP68651104,KTF23
LP68651105,KTF24
LP68651106,K-FI22G
LP68651107,K-FI22H
LP68651108,K-FI22I
LP68651109,K-FI22J
LP68651973,BCAP-SET
LP68652007,SCBDJI(A)
LP68653204,MCANN
LP68653205,ONE-GLOBALTOP8M15
LP68653206,ONE-GLOBALTOP8M16
LP68653207,P-CGREEN
LP68653208,DAOL-CANAB
LP68653963,KKP G-HYB-H-UI
LP68653965,SCBCTECHA
LP68653966,USI
LP68654153,BCAP-XHEALTH
LP68654871,ASP-T12
LP68654872,K-AHYC-UI
LP68654873,KT-TMT5
LP68656337,LHMOBILITY-A
LP68656340,ONE-UJE-RA
LP68657422,KT-CHINABOND-A
LP68657425,SCBGEX(A)
LP68658304,KFAHYBON-A
LP68658306,MCBOND
LP68658307,PRINCIPAL CHTECH-A
LP68658308,SCBGTTG2
LP68658309,DAOL-BOND6M2
LP68660074,K-STN-UI-A(A)
LP68660076,SCBTRAVEL(A)
LP68660077,TUSMS
LP68660078,SCBCHTG2
LP68660079,ES-STARTECH
LP68660824,KFCMEGA-A
LP68660826,B-FINTECH
LP68660830,TSP1-PRESERVER
LP68660831,TSP2-NURTURER
LP68660832,TSP5-GOGETTER
LP68660833,TSP4-EXPLORER
LP68660834,TSP3-BALANCER
LP68661680,B-CHINESSF
LP68661714,KT-TMT6
LP68661720,SCBSEMI(A)
LP68661721,DAOL-EVOSEMI
LP68662846,ASP-EVOCHINA-SSF
LP68662847,B-GTOSSF
LP68662848,BCAP-CLEAN
LP68662849,KT-GEQ-A
LP68662852,LHSEMICON-A
LP68664712,SCBIHEALTH(A)
LP68664718,GROREIT
LP68665197,KKP SEMICON-H
LP68666410,ES-CHILL
LP68666411,SCBEUROPE(A)
LP68666900,K-ASIAX
LP68666901,K-US500X-A(A)
LP68666910,TCHT5M4
LP68668473,KKP GIMPACT-H
LP68668476,LHCYBER-A
LP68668479,MCHEVO
LP68668480,SCBABOND(A)
LP68668481,SCBGTO
LP68669554,ONE-APACESG
LP68669558,SCBBLOC(A)
LP68670759,KFFITG1
LP68671546,INETREIT
LP68671797,KFFITG2
LP68671815,K-WPULTIMATE
LP68671816,K-WPSPEEDUP
LP68671817,K-WPSPARK
LP68671818,K-WPLIGHT
LP68671819,K-WPBALANCED
LP68672038,DAOL-EUROPE
LP68672496,KFESG-A
LP68672587,SCBNEXT(A)
LP68672593,SCBINNO(A)
LP68672599,SCBGENOME(A)
LP68672605,SCBFINTECH(A)
LP68672611,SCBAUTO(A)
LP68672618,KT-TMT7
LP68672620,KTGNEXT
LP68672622,B-USALPHA
LP68674487,KFGG-A
LP68674491,SCBNDQ(A)
LP68675584,ABGDD-A
LP68676005,ES-SPlus
LP68676007,PRINCIPAL USEQ-A
LP68676349,LHHEALTH-A
LP68676352,BCAP-GMA
LP68676353,BCAP-GMA Plus
LP68678098,TFINTECH
LP68678105,KT-EUROTECH-A
LP68679616,BCAP-DISRUPT
LP68679620,K-GDBOND-A(A)
LP68680008,KFCLIMASSF
LP68680009,KFGGSSF
LP68680010,KFINFRASSF
LP68680011,KFUSSSF
LP68680986,SCBJAPAN(A)
LP68680994,B-VIETNAM
LP68681010,LHEUROPE-A
LP68681017,SCBINDEQ(A)
LP68682021,KFGMIL-A
LP68682026,ES-CONBOND
LP68682603,B-SIPSSF
LP68682613,MCONVERT
LP68683831,K-ALLRD-UI-A(A)
LP68683841,SCBASHARES(A)
LP68684110,LHVN-A
LP68684113,PRINCIPAL VTOPP-A
LP68684116,UGFT
LP68684993,KTBSTMR
LP68685042,M-EDGE
LP68685043,TLUSNDQ-H-A
LP68685047,tsp1-preserver-SSF
LP68685048,tsp2-nurturer-SSF
LP68685049,tsp3-balancer-SSF
LP68685050,tsp4-explorer-SSF
LP68685051,tsp5-gogetter-SSF
LP68685052,DAOL-AQUA
LP68686024,B-USALPHASSF
LP68686029,ONE-LS2-UI
LP68686679,KWI FIPVD
LP68686681,SCBWORLD(A)
LP68688052,MTOP2
LP68688846,AFMOAT-HA
LP68688867,M-META
LP68689903,KFFVPE-UI
LP68690041,LH-THAPE1UI
LP68690042,SCBMEGA(A)
LP68690048,KT-TRIGB1
LP68691701,TCYBER
LP68691702,ES-VIETNAM
LP68693046,KKP INCOME-H
LP68693060,MCONT
LP68693061,ONE-MEDTECH
LP68693067,SCBGPA(A)
LP68693070,DAOL-BOND6M3
LP68693327,ASP-DIGIBLOC
LP68693885,ASP-DIGIBLOC-SSF
LP68693890,KKP NDQ100-H
LP68695014,TBRAND
LP68695016,KT-TRIGB2
LP68695017,KT-GESG-A
LP68695023,KFCYBER-A
LP68696032,ONE-METAVERSE
LP68696418,M-EUBANK
LP68697216,B-SMEQ
LP68697217,KKP TQG
LP68697232,SCBEV(A)
LP68697788,ASP-CHINABOND-A
LP68697790,K-ALLEN-UI-A(A)
LP68698327,ABINNO-A
LP68698328,KT-EPIC-A
LP68698979,B-GLOB-INFRA
LP68698980,KFGPE-UI
LP68698996,SCBVIET(A)
LP68699448,UST-N
LP68700627,K-DFIXED
LP68700636,LHTREASURY-A
LP68701723,KKP VGF-UI
LP68701724,AIA-TMA
LP68701725,AIA-TCA
LP68701726,AIA-TAA
LP68701727,KWI SENERGY-A
LP68701729,MVIET
LP68701730,PRINCIPAL GMA-A
LP68701731,TRAREEARTH
LP68702505,AIA-IAA
LP68702506,AIA-ICA
LP68702507,AIA-IMA
LP68702511,LHUSFIN-A
LP68702516,MGMVOL
LP68702518,PRINCIPAL VNTG7M1
LP68702520,SCBCIO(A)
LP68704989,KT-BLOCKCHAIN-A
LP68706101,KKP S-PLUS
LP68706106,B-INNOTECHSSF
LP68706846,DAOL-VIETGROWTH
LP68707084,B-ASIASSF
LP68708288,BCAP-GPE22A UI
LP68708291,PRINCIPAL GESG-A
LP68708295,SCBAXJ(A)
LP68708296,TVIETNAM
LP68708943,KT-LUXURY-A
LP68708950,UGREF-UI-N
LP68709421,DAOL-THAITRIG6M
LP68712235,LHDIVB-A
LP68712244,PRINCIPAL THTG6M1
LP68712251,DAOL-XPROP-A
LP68713210,MHEALTHG
LP68714566,LHGEQP-A
LP68714571,ONE-CHINATOP10M-UH
LP68716006,KFYENJAI-A
LP68717013,KT-VIETNAM-A
LP68717025,SCBGQUAL(A)
LP68719405,UINFRA-N
LP68719893,ASP-PRE-UI-A
LP68719895,MINFRA
LP68719899,TCHSTRATEGY
LP68719900,TMB-ES-FIX2YBA
LP68719902,DAOL-REALASSETS
LP68720225,KFLTPC-UI
LP68720275,KTF2YB-BR
LP68720512,SCBGVALUE(A)
LP68723499,ES-INDONESIA
LP68723786,MSI19AI
LP68723793,TLSMALLEQ-A
LP68723824,ONE-LS3-UI
LP68724963,KFESGSSF
LP68724964,KFVIETSSF
LP68725381,ABCNEXT-A
LP68725383,ES-FIX2YBB
LP68725387,KFCMEGASSF
LP68726407,ES-USTECH
LP68726408,KTF2YC-BR
LP68726726,TUSTECH-A
LP68727799,MSI20AI
LP68727802,SCBINDO(A)
LP68728070,KKP PREIT-UI
LP68729979,KT-ASIANBOND-A
LP68731191,BCAP-MONEY
LP68731640,TGHIDIV
LP68731644,KTF23MA-BR
LP68732519,B-GLOB-INFRASSF
LP68733389,SCBRS2000(A)
LP68734352,ASP-APR-UI
LP68734353,ASP-FIXED 6M1
LP68734354,BCARESSF
LP68734355,B-VIETNAMSSF
LP68734360,K-VIETNAM-SSF
LP68734420,KTIF2
LP68734424,K-GPA22A-UI
LP68737002,TUSTREASURY
LP68738608,SCBTHOR2YA
LP68739834,ES-FIX2YLA
LP68739838,KFI2YA-BR
LP68739843,MEGA10-SSF
LP68739845,MSI22AI
LP68739851,KFI3YB-BR
LP68740208,M-ASIA
LP68740897,DAOL-FXALPHA-UI-A
LP68741463,MSI23AI
LP68743544,K-GPE22B-UI
LP68743699,TGCINC-A
LP68744377,KT-GREEN-A
LP68744711,TCHT5M5
LP68745050,ONE-CHINATOP10M2
LP68745054,ES-GDIV
LP68745762,LHTFIXAI1
LP68745763,PRINCIPAL CHTG6M2
LP68746443,ASP-GCC-UI
LP68746444,DAOL-INNOVA
LP68747617,B-PREMIUM
LP68747618,KF1MAX-A
LP68747619,KF1MEAN-A
LP68747620,KF1MILD-A
LP68748473,KKP CHINA-H
LP68748855,MUBOND-A
LP68748860,MSI24AI
LP68748861,LHCOMPLEXAI2
LP68749000,TUSBOND-A
LP68749331,MSI25AI
LP68749333,TEQT5M9
LP68749528,ES-LOVE
LP68750644,ASP-CHINATRIG 3M1
LP68750660,ONE-LS4-UI
LP68750792,PRINCIPAL FI2Y1AI
LP68754263,B-DYNAMIC BOND
LP68754271,KT-TRIG7
LP68754274,LHTRIG7M
LP68754276,TCHCLEAN
LP68754277,SCBTG3
LP68754278,TEQT5M10
LP68757473,BCAP-VISPE22BUI
LP68757485,KWI TTG6M1
LP68757489,MSI26AI
LP68757490,MTOP4
LP68758661,MSI27AI
LP68759517,SCBLINK2YA
LP68759722,TUSLINK1
LP68760223,UQI-N
LP68760227,ASP-THAITRIG 5M1
LP68760786,MSI28AI
LP68760789,KT-ARB-A
LP68760792,KT-TRIG8
LP68761104,MDSHARC1YD
LP68761570,TNASDAQ-A
LP68763065,ONE-COMPLEXRETURN
LP68766260,LHCOMPLEXAI3
LP68766268,SCBLINK2YB
LP68767481,TEQT5M11
LP68768498,ABCA-A
LP68768501,ASP-FIXED 6M2
LP68768507,SCBLINK2YC
LP68768730,KTSUPAI3Y1
LP68769255,SCBASF1YF7
LP68769259,MSI29AI
LP68769888,ES-GDIV-Acc
LP68769910,KFCSI300-A
LP68770126,UPREQ1-UI
LP68770127,UCEQC1Y3
LP68770136,DTOP
LP68770755,SCBASF1YF4
LP68770758,ES-JPNBRCR1YA
LP68771091,ASP-FIXED 6M3
LP68771093,B-DYNAMICSSF
LP68771094,KFF1YAG-BR
LP68771101,PRINCIPAL GQE-A
LP68771749,SCBLINK1YA
LP68772451,ES-CHINACR1YA
LP68772453,LHMCMULTIUI-A
LP68772454,MDIGI1YA
LP68773029,ASP-FIXED 6M4
LP68773031,SCBASF1YF8
LP68773036,MT2Y4AI
LP68773898,MSI30AI
LP68774453,ES-CHINACR1YB
LP68774465,K-GVC23A-UI
LP68774612,SCBASF1YF9
LP68774911,UIFT-N
LP68775087,KTWC-DEFENSIVE-A
LP68775088,KTWC-GROWTH-A
LP68775089,KTWC-MODERATE-A
LP68775937,KGB1YJ
LP68775939,ONE-LS5-UI
LP68775940,SCBGA(A)
LP68776975,MREBOUND-AI
LP68777001,KTFT6
LP68777006,SCBASF1YG1
LP68777008,SCBCP1Y5
LP68777381,KFJGB11M1
LP68777382,KWI GOV6M1
LP68777387,KFNDQ-A
LP68778811,ES-USDCR1YB
LP68778812,UTEQC1Y1
LP68778814,BCAP-MNH UI
LP68778821,MSI31AI
LP68778823,SCBASF1YG2
LP68778864,DAOL-BOND3M
LP68778865,KKP PGE-UH
LP68779546,MSI32AI
LP68779548,SCBLINK2YD
LP68779727,TVNT8M2
LP68780501,KTTWIN1Y1
LP68780830,ES-GOVCP1Y5
LP68780831,ES-USDCR1YC
LP68780834,SCBCP1Y9
LP68780838,LHCOMPLEXAI4
LP68781375,KF1MAXSSF
LP68781377,KF1MEANSSF
LP68781379,KF1MILDSSF
LP68781381,KFCORESSF
LP68782111,K-GTECH
LP68783060,KFSINCFX-A
LP68783299,ASP-SC-UI-A
LP68783825,ES-TEQ6M1
LP68783834,KTTWIN1Y2
LP68783841,TEQT5M12
LP68784622,MSI33AI
LP68784623,MSI34AI
LP68785000,K-CHAPE23A-UI
LP68785001,KCR1YJ-BR
LP68785004,KGB1YK
LP68785781,ES-USDCR1YD
LP68785789,SCBCP9M2
LP68785905,MUBONDUH-A
LP68786557,MEUCRED1-UI
LP68786558,DAOL-ALPHABONDS
LP68786559,ES-GAINCOME-RI
LP68786563,SCBCP9M3
LP68787420,KGB1YL
LP68787423,ALPHA-AGG-UI
LP68787424,ALPHA-MOD-UI
LP68787425,KFWINDX-A
LP68787432,SCBCP9M4
LP68788255,ABGFIX-A
LP68788256,AIA-SEL
LP68788258,KGB1YM
LP68788261,KWI VIETNAM
LP68788264,ASP-USSMALL
LP68788265,M-MIX20
LP68788266,M-MIX50
LP68788267,M-MIX70
LP68788269,SCBCP1Y10
LP68788806,TGLINK2
LP68789235,PRINCIPAL GCREDIT-A
LP68789236,BCAP-USL
LP68790556,ONE-ULTRAPLUS-RA
LP68790559,DAOL-USTBILL
LP68790563,KKP NDQ100-UH
LP68790565,B-TOP-THAIESG
LP68790566,MFAI-Roll6M
LP68790567,MGOV-Roll6M
LP68790571,UGLDC1Y1
LP68791108,ASP-ThaiESG
LP68791111,ES-SETESG-ThaiESG-A
LP68791120,KFTHAIESGA
LP68791122,KKP EQ THAI ESG
LP68791123,KKP GB THAI ESG
LP68791131,KTESG50-ThaiESG
LP68791132,K-TNZ-ThaiESG
LP68791135,KWI ThaiESG-A
LP68791139,LHTHAIESG-A
LP68791140,MEGA20THAIESG
LP68791141,MFLEX-ThaiESG
LP68791142,MGOV1Y1
LP68791143,MT25-ThaiESG
LP68791151,ONE-THAIESG
LP68791159,PRINCIPAL EQESG-ThaiESG
LP68791167,SCBTM(ThaiESGA)
LP68791173,SCBTP(ThaiESGA)
LP68791176,SCBTA(ThaiESGA)
LP68791181,T-ThaiESG-A
LP68791183,UTSEQ-THAIESG
LP68792307,DCAF-R
LP68792309,KGB1YN
LP68792453,KTAG70/30-ThaiESG
LP68792458,KTAG-ThaiESG
LP68792981,SCBASF6MU8
LP68792983,SCBCP6M32
LP68793234,MEGA10CHINA-A
LP68793691,KFJGB6M7
LP68793693,KJG6MC
LP68793695,KTSUPAI62
LP68793696,TGOV7M1
LP68794036,KTGOV6M15
LP68794037,SCBDBOND(A)
LP68794042,TGBOND-A
LP68794045,UGOV6M7
LP68794319,KFTGB6M23
LP68794334,SCBASF6MU9
LP68794336,SCBCP6M33
LP68794337,UGLDC1Y2
LP68794543,BP1/24 (AI)
LP68794544,BP2/24 (AI)
LP68794545,BP3/24 (AI)
LP68794784,ES-GOVCP6M9
LP68794785,KFJGB6M8
LP68794786,KGB1YP
LP68794787,KGB1YQ
LP68794788,SCBASF6MV1
LP68794790,SCBCP6M34
LP68794791,SCBDSHARC1YI
LP68795144,B1/24
LP68795145,B2/24
LP68795148,ES-JPNBRCR1YB
LP68795149,KGB6MAT
LP68795151,KTSUPAI63
LP68795152,KTSUPAI64
LP68795153,MFAI-Roll6M2
LP68795154,ONE-LS6-UI
LP68795559,KGB6MAU
LP68795560,MGOV-Roll3M
LP68795562,SCBCP6M35
LP68795563,UGOV6M8
LP68795843,ES-GOVCP6M10
LP68795844,KFTGB6M24
LP68796272,ES-GOVCP1Y6
LP68796274,MDSHARC1YE
LP68796275,SCBCP6M36
LP68796276,SCBASF6MV2
LP68796277,TGQUALITY-A
LP68796638,ASP-FIXED 6M5
LP68796639,ASP-INDO-UI
LP68796640,B3/24
LP68796641,KFJGB6M9
LP68796642,KFTGB1Y1
LP68796643,KGB6MAV
LP68796644,KKP EMXCN-H-A
LP68796645,KKP EMXCN-UH-A
LP68796646,MKAI6S14
LP68796647,SCBCP1Y11
LP68797874,M-USTBILL
LP68797876,PRINCIPAL FI1Y1AI
LP68797877,ASP-CPGOV 6M1
LP68797878,ES-GOVCP6M11
LP68797879,ES-GOVCP6M12
LP68797880,KGB1YR
LP68797882,KTGOV6M3T
LP68797883,MGOV1Y2
LP68797884,MSI35AI
LP68797885,SCBASF6MV3
LP68797886,SCBCP6M37
LP68797887,SCBCP6M38
LP68798519,KFTGB6M25
LP68798520,KGB6MAW
LP68798521,KKP GC-UI
LP68798524,KTSUPAI65
LP68798525,LHUS-A
LP68798532,TGOV9M1
LP68798533,KT-TECHNOLOGY-A
LP68798539,SCBMONEY(A)
LP68799780,SCBCP6M39
LP68799781,SCBCP6M40
LP68799865,BP4/24 (AI)
LP68799866,BP5/24 (AI)
LP68799883,KTGOV6M16
LP68799884,SCBASF6MV4
LP68799890,KFF6MCT-BR
LP68799891,KFJGB6M10
LP68799894,MGOV6M5
LP68799895,SCBASF6MV5
LP68799896,UGLDC1Y3
LP68799897,B4/24
LP68799899,B5/24
LP68799900,KJG6MD
LP68799902,KTSUPAI66
LP68799903,MFAI-Roll6M3
LP68800619,DAOL-BHARAT
LP68800620,ES-GOVCP6M13
LP68800621,KGB6MAX
LP68800622,KTGOV6M4T
LP68800623,ONE-GO2
LP68800624,SCBASF6MV6
LP68800626,SCBLOWBETA(A)
LP68801515,KFF6MCU-BR
LP68801518,SCBGOV6M1
LP68801520,SCBGOV6M2
LP68801522,B6/24
LP68801523,B7/24
LP68801524,B-ASIATECH
LP68801527,KFFAI6M94
LP68801528,KFSGB6M1
LP68801529,KGB1YS
LP68801530,UGOV6M9
LP68801534,SCBASF6MV7
LP68802321,BP6/24 (AI)
LP68802322,BP7/24 (AI)
LP68802323,ES-GOVCP6M14
LP68802340,KFGLOBAL-A
LP68802414,KTGOV6M17
LP68802415,KTSUPAI67
LP68802416,LHBLUESKY-A
LP68802419,MDSHARC1YF
LP68802421,MGOV1Y3
LP68802422,MKAI6S15
LP68802423,SCBASF6MV8
LP68802440,MGPROP-AC
LP68803193,KFFAI6M95
LP68803194,KFFAI6M96
LP68803195,KGB6MAS
LP68803202,KKP GVALUE-H
LP68803203,KKP GVALUE-UH
LP68803380,SCBGOV6M3
LP68803381,SCBGOV6M4
LP68803801,TISCOAI
LP68803804,BCAP-XDIGI
LP68803805,KFJGB6M11
LP68803806,KGB6MAY
LP68803807,B-SI-THAIESG
LP68803810,KTSUPAI68
LP68804311,SCBGOV3M7
LP68804312,SCBASF6MV9
LP68804313,UGOV1Y1
LP68804533,MMFPVD
LP68804534,TLFVMR-ASIAX
LP68804546,B8/24
LP68804547,B9/24
LP68804549,KGB1YT
LP68804550,KTGOV3M21
LP68804551,KTGOV6M5T
LP68804552,MGOV6M6
LP68804555,PRINCIPAL SHARK6M1
LP68804566,SCBASF1YG5
LP68804567,SCBDSHARC1YJ
LP68804570,SCBGOV6M5
LP68804571,SCBGOV3M9
LP68804572,UGOV6M10
LP68805373,BCAP-GPE23A UI
LP68805375,BP8/24 (AI)
LP68805376,BP9/24 (AI)
LP68805377,ES-GOVCP6M15
LP68805380,KFTGB6M26
LP68805388,KGB6MAZ
LP68805389,KTGOV6M18
LP68805390,KTSUPAI69
LP68805393,MINDIA
LP68805396,SCBGOV3M10
LP68806466,KFF6MCV-BR
LP68806467,KKP US500-H
LP68806468,KKP US500-UH
LP68806469,MKAI6S16
LP68806470,SCBASF1YG6
LP68806471,SCBDSHARC1YK
LP68806472,SCBGOV6M6
LP68806473,SCBGOV6M7
LP68806474,SCBGOV6M8
LP68806476,KFGLOBFX-A
LP68806477,KFJGB11M2
LP68806478,KFTGB6M27
LP68806482,SCBASF1YG7
LP68806483,SCBASF1YG8
LP68806484,SCBGOV3M11
LP68806955,ASP-FCN-AI
LP68806967,ES-GOVCP6M16
LP68806968,KGB11MC
LP68806969,KTGOV3M22
LP68806970,KTSUPAI70
LP68807921,BP10/24 (AI)
LP68807922,BP11/24 (AI)
LP68807923,KGB11MD
LP68807924,KGB5MD
LP68807925,KTGOV6M6T
LP68807926,KTSUPAI71
LP68807927,LHJGOV3M2
LP68807928,SCBGOV3M12
LP68807929,TEQT5M14
LP68807930,TGOV7M2
LP68808290,KFSGB6M2
LP68808476,B10/24
LP68808477,B11/24
LP68808479,MEGA10AI-A
LP68808481,MGOV6M7
LP68808482,SCBASF1YG9
LP68808483,SCBGOV3M13
LP68808484,SCBGOV6M9
LP68808485,X-Plus
LP68809178,KFTGB6M28
LP68809410,ES-GOVCP6M17
LP68809411,KGB6MBA
LP68809412,KGB6MBB
LP68809413,K-GPEQ-UI
LP68809414,KJG6ME
LP68809415,KJG6MF
LP68809416,KTGOV3M23
LP68809417,KTGOV3M24
LP68809418,KTGOV6M19
LP68809420,KTSUPAI72
LP68809421,KTSUPAI73
LP68809422,LHGFOCUSUI
LP68809423,LHJGOV3M3
LP68809424,MKAI6S17
LP68809425,MKAI6S18
LP68809428,SCBGOV6M10
LP68809429,SCBGOV3M14
LP68809430,SCBGOV3M15
LP68809431,SCBGOV6M11
LP68809432,SCBGOV6M12
LP68809433,SCBGOV6M13
LP68809434,SCBSNLOAN(A)
LP68809435,UGOV6M11
LP68809436,KFSGB6M3
LP68809437,KTFUSD3M7
LP68809438,SCBASF1YH1
LP68809759,KGB1YU
LP68810704,HYDROGEN
LP68810992,B-ST
LP68810993,KFF6MCW-BR
LP68810994,KGSTEPA
LP68810995,MSI36AI
LP68810996,MSI37AI
LP68810997,SCBASF6MW1
LP68812237,ES-GOVCP6M18
LP68812239,KFJGB3M1
LP68812240,KTGOV6M7T
LP68812241,KTPCREDH-UI-A
LP68812242,KTPCRED-UI-A
LP68812243,SCBASF6MW2
LP68812244,SCBGOV3M16
LP68812245,SCBGOV6M14
LP68812246,SCBSHARC1YB
LP68812247,TEMxCH
LP68812248,UGOV6M12
LP68812933,KTSUPAI74
LP68812934,LHGBLOCK-A
LP68812935,LHJGOV3M4
LP68812936,MGOV6M8
LP68812937,UGOV1Y2
LP68812938,DAOL-KOREAEQ
LP68812939,ES-GOVCP1Y7
LP68812940,MBTCETF-UI
LP68812941,ONE-BTCETFOF-UI
LP68812942,SCBGOV3M17
LP68812943,SCBGOV3M18
LP68812944,SCBGOV6M15
LP68812945,SCBGOV6M16
LP68813485,KFTGB6M29
